isbn,title,publishDate,price,pageCount,size,weight,label,author_name_tf,publisher_name_tf
6000027854,스콜피언 1,9220,8000,270,31080,351,0,3,1
6000030199,으뜸글 평양아리,8724,5000,132,33896,185,0,2,2
6000040810,인간의 벽,14754,3400,345,31080,449,0,3,15
6000040811,황금깃털,14866,4000,334,31080,434,0,4,15
6000046295,태양과 그늘 1,8539,8000,304,33896,426,0,1,1
6000072470,지독한 사랑,8531,7500,258,33896,361,0,1,4
6000098996,대물 2,10361,6500,306,31080,398,0,4,5
6000106070,백록담 연가,8940,7500,278,33896,389,0,2,1
6000585358,뿌리 깊은 나무 1,6859,9500,292,33896,409,0,7,3
6000644839,[세트] 황태자비 납치사건 + 천년의 금서 - 전2권,5537,24600,102,24123,143,0,22,18
6000655116,[세트] 불의 여신 정이 1~3 세트 - 전3권,4270,36000,340,26325,1315,0,2,13
6000694778,[세트] 박완서 소설로 그린 자화상 - 전2권,7166,22000,350,29600,1006,0,12,6
6000700914,[세트] 명량 - 전2권,4777,23000,304,30450,790,0,1,1
6000788638,[세트] 선암여고 탐정단 : 방과 후의 미스터리 + 탐정은 연애 금지 - 전2권,4476,27000,420,26800,890,0,1,13
9788260700625,플라타너스,5319,10000,300,27600,390,0,1,4
9788901010502,302명의 아내를 가진 남자,11289,4800,296,31080,414,0,1,6
9788901064345,그녀는 안개와 함께 왔다,6611,9800,302,30246,423,0,2,7
9788901079103,나가사키 파파,6250,10000,304,26325,426,0,1,7
9788901085913,한국 환상문학 단편선,6111,11000,357,33896,500,0,1,1
9788901090634,첫눈,5960,10000,296,26264,414,0,6,7
9788901115139,"잘 자요, 엄마",5267,12000,360,30450,468,0,6,1
9788901117409,화투 치는 고양이,5180,11000,247,29400,321,0,1,7
9788901127569,공작새에게 먹이 주는 소녀,4787,13000,320,29400,416,0,2,7
9788901132495,데스케어 주식회사,4725,13000,296,29400,395,0,2,7
9788901137841,랭보의 바람구두를 신다,4868,14800,508,29400,660,0,2,7
9788901139609,나의 토익 만점 수기,4851,12000,304,30450,395,0,1,6
9788901156194,취향입니다 존중해주시죠,4401,13000,364,30450,485,0,1,6
9788901163031,공부해서 너 가져,4070,13000,308,30450,405,0,2,6
9788906502828,대란 1,10863,5500,304,31080,395,0,1,2
9788906503269,내전 2,10392,6000,310,31080,403,0,1,2
9788908032187,상록수,8769,6000,412,31080,536,0,2,3
9788908043138,무진기행,7800,7000,157,24064,220,0,4,3
9788908124288,직지 앤 나비,2730,13000,270,34200,513,0,1,3
9788912071080,블루 버터플라이,10396,7000,274,31080,356,0,1,2
9788912071400,소설 홍길동 2,14607,3200,278,24064,278,0,1,2
9788925111681,섀델 크로이츠 2,6282,11000,442,33896,420,0,2,15
9788925111933,"Neo, 박씨부인전 1",6272,9000,406,24064,406,0,2,15
9788925116679,뮤직 온 3,5926,7000,288,17024,202,0,2,15
9788925119489,섀델 크로이츠 2부 7,5683,7000,304,31080,395,0,2,15
9788925122847,두 개의 태양 1,5347,11000,384,28980,499,0,3,15
9788925501215,백치들,6794,9800,231,24064,323,0,9,9
9788925507866,럭키의 죽음,6524,9800,287,29400,373,0,1,9
9788925521152,귀신전 1,6125,9800,296,31080,385,0,3,9
9788925521329,키친 실험실,6116,10000,264,29400,343,0,4,9
9788925548852,살수 1,7217,11000,268,34200,370,0,22,11
9788925550091,사서함 110호의 우편물,4442,12000,472,26325,545,0,4,11
9788925559988,아담의 Y 염색체,3132,13800,276,30514,368,0,3,11
9788925565323,백상아리,2281,14000,248,30514,337,0,3,11
9788925578248,죽어 천년을 살리라 1,1067,17000,428,29400,632,0,7,11
9788925705514,드래곤 머니 1,6174,8000,352,24064,352,0,1,5
9788925705927,이형재생 1,6137,8000,304,24064,304,0,1,5
9788925706399,하이렌 7,6073,8000,304,24064,304,0,1,5
9788925710136,시간은 피다,5786,11000,308,32863.78431,277,0,2,5
9788925824093,경성탐정록,5961,12000,470,24064,470,0,2,1
9788925877143,피의 굴레,4934,12000,342,31080,445,0,2,1
9788926700204,마법지존 6,5823,8000,298,24700,387,0,1,5
9788926770108,"검은 목의 교실, 친구를 부른다",5324,10000,424,27132,551,0,1,4
9788926770115,괴담갑 2면,5295,9500,320,27132,416,0,1,4
9788926819890,뜬살이,5173,18000,330,34200,627,0,1,4
9788927602996,충돌 2,5315,9000,400,24064,400,0,1,31
9788927802518,"연애, 하는 날",4984,13000,406,28000,568,0,5,4
9788927802716,롤리팝과 책들의 정원,4910,12000,288,25536,403,0,1,4
9788927804550,청혼,4298,13800,260,22272,455,0,8,4
9788927808862,하린,2869,15000,276,25536,478,0,1,1
9788927900344,동티,5379,12000,303,33896,424,0,4,3
9788927908623,마지막 기억,3806,15000,392,24440,549,0,2,4
9788930005906,은빛까마귀,5391,12000,320,33896,448,0,1,15
9788930006309,크루즈와 나비,3580,13000,240,26325,355,0,1,15
9788930006316,"그해 여름, 패러독스의 시간",3508,13800,320,33896,470,0,5,15
9788930006323,사도의 마지막 7일,3508,12800,292,33896,430,0,1,15
9788930006392,천민,2895,14800,422,34200,617,0,3,15
9788930006491,궁정동 사람들,2195,14800,400,34200,578,0,1,15
9788930006668,가족을 빌려드립니다,1383,14800,368,33750,539,0,1,15
9788930006682,황금삼족오 세트 - 전5권,1158,75000,1888,33896,2643,0,2,15
9788930006699,황금삼족오 1,1158,15000,372,33896,540,0,2,15
9788930006774,슈뢰딩거의 고양이,982,14800,328,33896,459,0,5,15
9788930006798,목숨 세트 - 전3권,785,53400,1080,33896,1512,0,1,15
9788930006835,꽃 피는 산골 교향곡,718,18000,372,33896,537,0,1,15
9788931009743,아부레이 수나,3478,12000,240,29400,310,0,2,3
9788931022360,어느 날 몸 밖으로 나간 여자는,1277,15000,412,29400,455,0,3,3
9788931022377,그 남자의 집으로 들어갔다,1277,15000,400,29400,440,0,3,3
9788932000367,태풍,12021,10000,372,31080,484,0,3,86
9788932007458,우상의 숲,10894,5500,272,31080,354,0,1,86
9788932009254,여우사냥,10164,6000,306,31080,398,0,2,86
9788932010823,라디오,8853,7500,308,31080,400,0,1,86
9788932011578,나의 자줏빛 소파,9117,7500,327,31080,425,0,4,86
9788932012216,전우치는 살아 있다,8853,7000,296,31080,385,0,7,86
9788932012667,슬픈 시간의 기억,8668,8000,312,33896,437,0,4,86
9788932013626,질병과 사랑,8246,8500,306,33896,428,0,3,86
9788932014432,물속의 정원사,7928,8500,312,33896,437,0,1,86
9788932017044,낙서문학사,6881,10000,354,30740,496,0,2,86
9788932017587,몽타주,6632,12000,506,25996,708,0,2,86
9788932019840,나의 아름다운 죄인들,5726,9000,238,30595,309,0,9,86
9788932020457,서른 개의 문을 지나온 사람,5477,10000,318,29400,477,0,3,86
9788932020549,감각의 시절,5457,11000,335,26000,469,0,2,86
9788932020761,고독 역시 착각일 것이다,5306,10000,304,27068,426,0,1,86
9788932022130,침대,5071,14000,582,31080,757,0,2,86
9788932022321,뱀,4981,11000,288,25350,403,0,1,86
9788932023687,푸른 유리 심장,4536,12000,264,24000,360,0,2,86
9788932026084,부디 성공합시다,4071,12000,264,28704,390,0,2,86
9788932026497,디저트 월드,3910,12000,267,25270,305,0,3,86
9788932026787,벌거숭이들,3780,12000,222,24064,240,0,2,86
9788932027388,역사 속의 나그네 6,3590,14000,418,29960,515,0,1,86
9788932028583,개와 늑대의 시간,3300,13000,332,28350,415,0,2,86
9788932029832,그가 내린 곳,2982,12000,276,24000,291,0,1,86
9788932030494,해적판을 타고,2737,12000,227,24064,250,0,5,86
9788932030500,간사지 이야기,2712,12000,193,21576,262,0,1,86
9788932030906,옆집 아이는 울지 않는다,2579,13000,257,24000,274,0,5,86
9788932031064,언젠가 떠내려가는 집에서,2516,13000,274,24000,352,0,4,86
9788932039145,한 폭의 빛,1272,14000,254,22560,263,0,1,86
9788932039510,클로이의 무지개,1189,14000,364,24064,360,0,1,86
9788932040912,[큰글자도서] 우주의 일곱 조각,870,30000,290,38064,551,0,4,86
9788932040936,[큰글자도서] 우리가 다시 만날 세계,870,30000,259,39528,492,0,6,86
9788932040967,[큰글자도서] 브로콜리 펀치,870,32000,304,40750,578,0,9,86
9788932043340,[큰글자도서] 내 여자의 열매,178,39000,406,42926,771,0,17,86
9788932303659,대한제국 일본침략사 5,11320,2500,114,31080,160,0,2,2
9788932312262,붉은 고래 1,7627,8500,288,33896,403,0,1,2
9788932322452,코드 블루,927,15000,272,26325,388,0,9,1
9788932402864,꺼삐딴리,11350,3000,250,18746,133,0,1,1
9788932921402,안젤라,1245,14800,320,22560,408,0,1,1
9788933800362,욕망의 응달,11562,10000,320,33896,448,0,12,6
9788933800508,개뿔 1,11320,5000,306,31080,428,0,7,6
9788933801147,나무가 기도하는 집,9253,8000,270,31080,378,0,3,6
9788933801246,독충,8805,7500,263,31080,368,0,2,6
9788933801468,불의 나라 1,7303,9500,336,33896,470,0,7,6
9788933801710,아이엠돌,5292,11800,336,30450,437,0,2,6
9788934955108,소설 선,4948,25000,704,34200,1056,0,2,2
9788934984900,지문,1484,14000,328,26724,377,0,2,22
9788935504398,여섯 장면의 짧고 슬픈 드라마,6114,12000,336,33896,470,0,2,2
9788935907083,바람의 여신 3,10143,7000,388,48316,737,0,3,5
9788935910755,상록수,8139,12000,429,30745,601,0,2,5
9788935911073,운수 좋은 날,8070,12000,278,33896,500,0,1,5
9788935916689,731 마루타 1,3792,13000,344,31080,447,0,3,5
9788935916740,731 마루타 5,3756,13000,352,31080,458,0,3,5
9788936101695,도시의 사냥꾼,11897,7000,506,31080,658,0,5,1
9788936431082,[큰글자도서] 호수의 일,870,38000,360,47077,540,0,2,139
9788936433468,"섬, 나는 세상 끝을 산다",8134,11000,248,33896,347,0,1,139
9788936433598,채식주의자,6390,12000,247,30450,321,0,17,139
9788936433642,푸른수염의 첫번째 아내,8430,11000,298,33896,417,0,2,139
9788936434267,아몬드 (양장),2950,14000,264,24064,387,0,6,139
9788936436292,마지막 테우리,11289,8000,280,31080,364,0,5,139
9788936436438,혼돈을 향하여 한걸음,10315,6500,292,31080,380,0,5,139
9788936436605,구렁이들의 집,8824,8000,300,31080,390,0,5,139
9788936437183,달팽이들,5166,11000,228,29820,296,0,1,139
9788936437299,센티멘털도 하루 이틀,4049,13000,280,33896,380,0,9,139
9788936437572,[큰글자도서] 병산읍지 편찬약사,2250,23000,220,62370,594,0,1,139
9788936437671,[큰글자도서] 옥상에서 만나요 2,2250,19000,144,62370,389,0,14,139
9788936437732,[큰글자도서] 좀비들 2,2250,20000,190,62370,513,0,1,139
9788936437763,[큰글자도서] 들국화 송이송이 1,2250,20000,208,62370,562,0,4,139
9788936437817,[큰글자도서] 도깨비 잔치 2,2250,20000,202,62370,545,0,4,139
9788936437954,오늘 밤에 어울리는,2210,13000,224,30450,314,0,1,139
9788936438401,[큰글자도서] 당신은 지나갈 수 없다,1515,30000,324,62370,875,0,3,139
9788936457044,안의 가방,1340,12000,176,29400,251,0,1,139
9788936459550,[큰글자도서] 곁에 있다는 것,1321,35000,384,40504,730,0,3,139
9788936460723,[큰글자도서] 백의민족 1,2250,20000,214,62370,578,0,4,139
9788936460730,[큰글자도서] 백의민족 2,2250,20000,178,62370,481,0,4,139
9788936473204,[큰글자도서] 계속해보겠습니다 2,2989,20000,152,44100,289,0,9,139
9788936473259,[큰글자도서] 두근두근 내 인생 1,2989,20000,192,47422,365,0,9,139
9788936473297,[큰글자도서] 엄마를 부탁해 1,2989,19000,140,49780,266,0,6,139
9788936473310,[큰글자도서] 완득이 1,2989,19000,128,37365,243,0,7,139
9788936473341,[큰글자도서] 중국식 룰렛 2,2989,19000,112,47422,213,0,7,139
9788936473372,[큰글자도서] 국수 1,2989,20000,196,47422,372,0,9,139
9788936473464,[큰글자도서] 팽이 2,2989,20000,168,47422,319,0,17,139
9788936474539,[큰글자도서] 재와 빨강 2,2596,19000,160,51324,304,0,7,139
9788936474690,[큰글자도서] 푸른수염의 첫번째 아내 2,2596,19000,148,57909,281,0,2,139
9788936474706,[큰글자도서] 어머님이 들려주시던 노래 1,2596,19000,156,57909,421,0,4,139
9788936474713,[큰글자도서] 어머님이 들려주시던 노래 2,2596,19000,160,57909,432,0,4,139
9788936474751,[큰글자도서] 별들의 들판 2,2596,19000,120,57909,228,0,3,139
9788936474850,[큰글자도서] 서울 2,2596,19000,144,33896,202,0,3,139
9788936474898,"[큰글자도서] 길, 저쪽 2",2596,19000,132,51324,251,0,2,139
9788936474904,[큰글자도서] 트렁크 1,2596,19000,100,51324,190,0,7,139
9788936474928,[큰글자도서] 세상에 없는 나의 집 1,2596,19000,156,51324,296,0,1,139
9788936475017,[큰글자도서] 망고스퀘어에서 우리는 2,2596,19000,152,51324,289,0,1,139
9788936476489,[큰글자도서] 센티멘털도 하루 이틀 1,2431,19000,136,51324,258,0,9,139
9788936484118,[큰글자도서] 대도시의 사랑법,1860,35000,344,62370,929,0,5,139
9788936510923,비정한 도시,3629,13000,352,29400,445,0,4,1
9788936603694,레디메이드 인생,6673,15000,303,35639,455,0,2,1
9788936802257,달의 몰락,10832,7000,412,31080,536,0,5,2
9788936802264,이강에서,10558,8000,456,31080,593,0,7,2
9788937209468,신의 죽음 - 전2권,6962,17000,512,33896,812,0,22,1
9788937402838,귀신들,10154,6000,260,31080,338,0,1,64
9788937403477,황금색 발톱,9114,6500,229,31080,298,0,1,64
9788937420535,라이팅 클럽,1802,14000,356,26068,399,0,4,64
9788937434396,맨얼굴의 사랑,2845,14000,428,27675,450,0,3,64
9788937439209,82년생 김지영 (코멘터리 에디션),2348,14000,280,24064,374,0,2,64
9788937442100,목격자들 1,3715,13000,384,26130,470,0,9,64
9788937442117,목격자들 2,3715,13000,428,26130,510,0,9,64
9788937442179,"허균, 최후의 19일 1",2236,13000,476,23876,666,0,9,64
9788937473081,"주말, 출근, 산책 : 어두움과 비",3440,12000,144,26130,235,0,1,64
9788937473210,항구의 사랑,2145,13000,176,24064,270,0,1,64
9788937479960,100개의 리드,1680,15000,560,27675,570,0,1,64
9788937480157,꿈,8070,8000,250,33896,450,0,3,64
9788937480331,옛 로망스,7805,9000,346,33896,484,0,1,64
9788937480744,왈릴리 고양이나무,7171,9000,274,30885,384,0,1,64
9788937480898,첫사랑,6737,9500,344,30816,482,0,2,64
9788937481079,호모 엑세쿠탄스 1,6698,9500,290,30316,406,0,7,64
9788937482557,우주피스 공화국,5857,11000,294,30104,412,0,2,64
9788937482908,고양이의 이중생활,5652,11000,281,33896,506,0,1,64
9788937483677,남이섬,5085,11000,292,27675,409,0,1,64
9788937484391,우선멈춤,4798,11000,212,26325,297,0,4,64
9788937484759,욕조,4700,12000,286,30885,455,0,1,64
9788937485763,지상의 노래,4630,13000,368,27675,510,0,17,64
9788937486333,수지 : 쥐와 연애하는 소녀,4504,12000,204,26325,300,0,1,64
9788937486418,정크,4501,13000,276,27675,425,0,1,64
9788937489204,누나,3941,13000,312,27675,335,0,2,64
9788937604294,우남의 꿈,3472,16000,568,34272,825,0,3,1
9788937834424,13월,4155,13000,366,30450,485,0,4,2
9788937834851,교도섬,3815,12500,384,30450,500,0,1,2
9788939204935,내 생의 적들,7510,9000,309,33896,433,0,3,12
9788939205406,타잔,6969,9800,320,30740,416,0,1,12
9788939205499,활,6821,9800,315,33896,441,0,2,12
9788939205673,눈부처,6706,9800,318,30740,413,0,3,12
9788939206007,나는 춤이다,6115,9800,292,31098,380,0,1,12
9788939206175,"바닷가 그 집에서, 이틀",5787,9800,263,33896,368,0,2,12
9788939206298,미필적 고의에 대한 보고서,5508,9800,280,31080,364,0,1,12
9788939206618,성난 타조,5051,11000,240,31080,312,0,1,12
9788939206663,뮌헨의 가로등,4961,11000,296,31080,385,0,2,12
9788939206731,아지트,4777,9500,199,25740,259,0,3,12
9788939230927,부어스,1253,13000,252,26656,270,0,1,12
9788941329367,굿 보이,6076,9000,392,33896,549,0,1,1
9788942401147,소설성경 4,11106,5500,300,31080,390,0,2,2
9788942401154,소설성경 5,11075,5500,312,31080,406,0,2,2
9788943103538,"안녕, 추파춥스 키드",5942,11000,335,31080,436,0,1,2
9788943103767,허수아비춤,5320,12000,440,24064,683,0,15,2
9788943520076,시인,11320,5600,282,31080,367,0,7,4
9788943530235,먼 그대,9992,7000,314,33896,440,0,4,4
9788943530242,꿈길에서 꿈길로,9992,7000,314,31080,408,0,4,4
9788944108594,천추태후 1,6683,10000,334,33896,468,0,1,1
9788949123080,"그냥, 컬링 (양장)",4963,13000,288,24064,403,0,3,2
9788949708751,불굴혼 박정희 1,4000,12000,404,34425,768,0,2,3
9788949708843,불굴혼 박정희 10,4000,12000,404,34425,768,0,2,3
9788949717012,난세비화,2250,15000,518,33896,725,0,1,3
9788950949815,나인 2,4354,12800,284,31080,400,0,1,2
9788950961176,징비록 3,3527,12800,264,30450,385,0,1,2
9788950983611,세계의 호수 + 오디오북(USB) 합본 세트,2036,25000,144,18150,101,0,5,5
9788951016349,Cool한 일처다부제를 지지한다 2,7590,8500,247,33896,346,0,3,4
9788951020865,로맨스가 딱이야! 1,6681,9000,384,33896,538,0,3,4
9788951025334,사랑은 미친 짓이야,6169,9000,422,24064,420,0,2,4
9788951104374,에녹행전 1,8713,8300,342,33896,479,0,3,1
9788952303721,우리소설 어떻게 읽을 것인가 4,7206,7900,358,24064,358,0,1,1
9788952708960,무림맹 연쇄 살인사건,8879,7000,348,31080,487,0,4,11
9788952717634,하이어드 1,8498,7500,376,33896,526,0,1,1
9788952739087,대나무가 우는 섬,2061,14000,368,26390,425,0,1,11
9788953441262,신동 꾀돌이 전기,7088,13000,218,33896,305,0,1,4
9788954208697,연지곤지 찍고서 2,7453,9000,358,33896,501,0,1,3
9788954221887,게릴라 속풀이 2,6519,9000,336,33896,470,0,1,3
9788954226479,"회색하늘, 붉은달 2",6122,9000,328,33896,459,0,1,3
9788954400831,21세기 무인 1,7753,8500,300,33896,420,0,2,32
9788954402934,21세기 무인 9,7444,8500,284,33896,398,0,2,32
9788954405072,우연의 법칙,7248,9000,312,33896,437,0,2,32
9788954421331,"안녕, 아빠",5830,9900,264,29400,343,0,5,32
9788954422376,바이 코리아,8310,13000,464,29469,650,0,22,32
9788954428194,보라의 트렁크,4645,12000,240,29725,370,0,4,14
9788954429948,좀비 제너레이션,4366,12000,220,28000,330,0,9,14
9788954436953,시간을 마시는 카페,3073,12000,176,28014,245,0,1,14
9788954437905,줄리의 심장,2805,13000,276,29725,368,0,1,32
9788954438094,사라진 요일,2748,13000,264,29725,388,0,1,32
9788954438230,멸화군,2661,13000,452,28700,535,0,9,14
9788954444781,스모킹 오레오,1694,13000,260,22320,289,0,3,32
9788954446341,오프닝 건너뛰기,1519,12000,164,21228,197,0,4,32
9788954447300,팀플레이,1397,12000,128,21228,174,0,2,32
9788954600712,훌,7049,11000,317,33896,444,0,9,192
9788954601641,악취미들,6793,9500,341,33896,477,0,1,192
9788954602297,말하지 못한 내 사랑은,6768,9000,238,30450,309,0,3,192
9788954602358,요트,6739,9800,286,25935,400,0,2,192
9788954604192,플라스틱 물고기,6402,10000,325,33896,455,0,3,192
9788954605793,목신의 어떤 오후,6192,12000,303,33896,424,0,3,192
9788954605830,즐거운 장난,6184,10000,277,33896,388,0,5,192
9788954607902,늑대의 문장,5864,10000,285,33896,399,0,2,192
9788954608053,도시는 무엇으로 이루어지는가,5834,10000,328,30450,426,0,1,192
9788954608428,외국어를 공부하는 시간,5781,10000,215,30450,280,0,3,192
9788954608435,다이어트의 여왕,5774,11000,416,30450,541,0,2,192
9788954608695,정크노트,5724,10000,270,31080,351,0,1,192
9788954609456,풀이 눕는다,5633,10000,296,30450,385,0,4,192
9788954610131,검은 꽃,5550,11000,368,33896,489,0,13,192
9788954611565,저승차사 화율의 마지막 선택,5417,11000,344,30450,447,0,1,192
9788954612128,설계자들,5365,12000,424,30450,551,0,3,192
9788954616539,오래된 빛,4910,10000,208,30450,270,0,1,192
9788954618182,사랑의 기초 : 연인들,4737,11000,212,24064,310,0,2,2
9788954618823,ㄱ자 수놓는 이야기,4658,12000,256,30450,365,0,2,192
9788954618885,신사의 품격 2,4641,13000,396,30450,515,0,2,1
9788954619400,너 없는 그 자리,4557,12000,276,33896,385,0,3,192
9788954619547,인플루엔자,4547,12000,316,29400,485,0,4,2
9788954619608,교양 없는 밤,4562,12000,256,31080,360,0,1,192
9788954620239,아내가 결혼했다,4487,12000,384,30450,470,0,1,192
9788954620888,퇴마록 외전 : 그들이 살아가는 법,4411,9500,304,33896,470,0,2,20
9788954622288,실연의 역사,4256,11000,216,30450,305,0,4,192
9788954622424,사슴 사냥꾼의 당겨지지 않은 방아쇠,4242,12000,328,30450,430,0,3,192
9788954623391,검은 꽃,4121,15000,368,24064,480,0,13,192
9788954625371,게으른 삶,3934,10000,152,30450,230,0,3,192
9788954635929,옛날 옛적에 자객의 칼날은,3658,11000,176,30450,260,0,3,192
9788954637305,"안녕하세요, 자영업자입니다",1033,15000,248,26000,322,0,1,192
9788954642453,달이 뜨면 네가 보인다,3118,12000,256,30450,333,0,5,192
9788954644273,"망상,어語",3009,13800,296,26600,415,0,2,192
9788954644280,두 번 사는 사람들,2981,13000,348,30450,460,0,1,192
9788954644822,나는 왕이며 광대였지,2951,12000,228,30450,318,0,3,192
9788954648820,커스터머,2733,14000,352,30450,479,0,3,192
9788954651653,순결한 탐정 김재건과 춤추는 꼭두각시 (보급판),2509,6500,392,24064,408,0,1,20
9788954672153,숲의 아이들,1771,13500,292,26600,350,0,4,192
9788954672863,파르티잔 극장,1771,14500,368,30450,488,0,3,192
9788954675031,여름이 물러가고,1662,13000,220,26600,286,0,5,192
9788954679299,광덕산 딱새 죽이기,1445,14500,236,24064,332,0,6,192
9788954681230,녹색 커튼으로,1376,12500,176,26600,224,0,1,192
9788954690706,빵틀을 찾아서,860,14500,292,26600,346,0,2,192
9788955050141,위저드리 1,8975,7500,288,33896,403,0,1,15
9788955050349,카드마스터 1,8900,7500,328,31080,426,0,1,15
9788955055016,둔갑팬더 1,8221,7500,296,33896,414,0,2,15
9788955055627,둔갑팬더 5,8157,7500,288,33896,403,0,2,15
9788955058628,땡잡은 여자,7843,9000,398,24064,398,0,1,15
9788955067071,검은 개나리 3,3321,16000,291,33896,441,0,2,2
9788955067088,검은 개나리 4,3321,16000,299,33896,451,0,2,2
9788955139464,두옹전기 1,6617,8000,384,33896,538,0,1,2
9788955210583,지상에서 가장 황홀한 키스,7958,8500,288,33896,403,0,3,1
9788955479348,컨티뉴,1053,13000,272,25216,322,0,3,2
9788955520224,백호 1,8561,7500,278,33896,389,0,1,3
9788955520316,태양으로 가다,8483,7500,281,33896,393,0,8,3
9788955640496,테러 1,7815,9000,331,33896,463,0,1,3
9788955860719,퍼펙트 크라임 3,6388,10000,239,33896,335,0,2,1
9788956029993,파업,5614,12000,432,26325,605,0,1,1
9788956050959,초콜릿 우체국,7620,11000,228,39600,433,0,1,6
9788956054605,"안녕, 인공존재!",5441,12000,327,25350,458,0,8,6
9788956090030,리미트 브레이커 1,8496,7500,298,33896,417,0,2,7
9788956090047,리미트 브레이커 2,8496,7500,288,33896,403,0,2,7
9788956090061,신창 1,8501,7500,297,33896,416,0,2,7
9788956091808,신수지도 1,8244,7500,288,33896,403,0,1,7
9788956092119,신창 5,8195,7500,288,33896,403,0,2,7
9788956094908,블레싱 Blessing 2,7832,8000,300,33896,420,0,1,7
9788956096094,깡패 이야기 -상,7660,8000,287,33896,402,0,1,7
9788956280202,길,8348,11000,280,33896,392,0,1,8
9788956286075,거울의 이면,4508,12000,372,27300,480,0,4,8
9788956286082,내가 너다,4508,12000,357,26055,464,0,4,8
9788956286099,"길에서, 길을 보다",4511,12000,350,27300,535,0,1,8
9788956373973,무인행 제2부 1,3300,13000,420,33750,798,0,2,4
9788956374369,무인행 제5부 1,2884,13000,352,33750,669,0,2,4
9788956392196,소설 징비록,3730,13800,388,29400,490,0,4,2
9788956393032,첫눈보다 네가 먼저 왔으면 좋겠다,2356,12000,164,24064,164,0,1,2
9788956400952,버려지는 사람들,8059,9000,292,33896,409,0,3,26
9788956402222,박화성 문학전집 - 전20권,7630,650000,300,31080,390,0,1,26
9788956402727,한라구절초,7439,18000,452,48316,859,0,3,26
9788956404431,애화,6928,10000,359,33896,503,0,3,26
9788956404479,바람난 마을,6913,10000,312,33896,437,0,3,26
9788956405858,철책선에 핀 꽃,6405,11000,316,31080,411,0,3,26
9788956406657,2009 올해의 문제소설,5930,13000,376,33896,526,0,4,26
9788956406787,우리 생애의 꽃 외,5822,11000,289,33896,405,0,2,26
9788956407159,자바시장,5690,13000,320,31080,416,0,3,26
9788956407180,홍수전후,5673,17000,280,33896,392,0,1,26
9788956408989,2012 올해의 문제소설,4802,13000,400,33896,560,0,4,26
9788956510897,해결사 엘 5,8078,7500,288,33896,403,0,1,12
9788956511771,조우커 3,7860,8500,292,33896,409,0,1,12
9788956516806,과거로 간 남자 아트로포스 2,6914,8000,323,33896,452,0,1,12
9788956517445,측정불가 1,6817,8000,340,33896,476,0,2,12
9788956517469,그들만의 약속,6825,9000,428,33896,599,0,1,12
9788956517711,꼬맹이 아빠 1,6786,8500,284,33896,398,0,1,12
9788956517872,프로피티아 시티 1,6761,8000,360,33896,504,0,1,12
9788956518442,측정불가 5,6680,8000,328,33896,459,0,2,12
9788956518527,테일즈 오브 센티넬 1,6677,8000,340,33896,476,0,2,12
9788956519111,테일즈 오브 센티넬 4,6613,8000,336,33896,470,0,2,12
9788956586045,아보카도의 씨,2254,13000,303,33896,424,0,2,2
9788956587257,젊은 날의 書詩,834,15000,279,33896,391,0,1,2
9788956601106,무법자 3,7336,9000,319,33896,447,0,18,53
9788956601458,바람의 딸 3,7012,9200,311,33896,435,0,18,4
9788956602530,제이리스트: 전달자,6076,10000,236,28980,307,0,1,4
9788956605371,로마의 휴일,5017,11500,276,28000,359,0,1,4
9788956605654,유리,2708,16000,588,24064,667,0,7,53
9788956605890,올빼미 무덤,3066,12000,268,31500,380,0,2,53
9788956607474,잃어버린 수요일,4080,14000,416,31500,550,0,1,4
9788956608334,"재인, 재욱, 재훈",3778,8000,172,25870,215,0,14,53
9788956608587,우연한 생,3666,13000,316,25350,415,0,3,53
9788956653013,칙간귀신 시집보내기,5253,10000,320,32393.64815,288,0,1,1
9788956691749,캄차카를 꿈꾸며,6977,9000,303,33896,424,0,2,4
9788956692579,기억의 저편,6326,10000,261,34352,496,0,1,4
9788956695662,돌아오지 못한 전설,4269,15000,460,33896,644,0,1,4
9788956990132,신시의 꿈 1,7737,8500,248,33896,347,0,2,1
9788957010310,고삐리 선생 습격사건,7215,9000,295,33896,413,0,2,2
9788957071366,절정,7375,9500,366,33896,512,0,1,10
9788957072813,DMZ 천사의 별 1,892,13900,216,25344,295,0,1,5
9788957074459,깨소금과 옥떨메,5705,10000,304,27880,395,0,7,10
9788957074633,이원식 씨의 타격 폼,5724,10000,282,30000,420,0,3,10
9788957075234,라이팅 클럽,5319,12000,336,29725,437,0,4,10
9788957075531,키위새 날다,5120,10000,216,24064,216,0,1,10
9788957075678,종이달,5037,11500,232,24064,325,0,4,10
9788957076125,꿈꾸는 밤,4896,13000,384,29725,499,0,1,10
9788957078099,건너편 섬,3933,12000,280,28944,395,0,1,32
9788957078198,해변빌라,3834,12000,224,26325,375,0,2,10
9788957263198,2005년을 대표하는 문제소설,7175,15000,542,33896,759,0,1,2
9788957321348,천하를 경영한 기황후 4,4184,12800,320,31950,416,0,1,6
9788957321362,왕의 노래,4004,12800,324,34048,616,0,3,6
9788957481998,황금시계,5551,10000,176,33896,246,0,1,3
9788957482483,가슴앓이,4797,12000,272,33896,381,0,1,3
9788957515419,나와 함께 채송화,5955,10000,432,30269.83333,389,0,2,2
9788957515471,인연 만들기 - 전2권,5709,20000,696,24064,1253,0,2,2
